SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,Yahoo Ticker,Sector,Industry
20MICRONS,20 Microns Limited,EQ,06-Oct-08,5,1,INE144J01027,5,20MICRONS.NS,Basic Materials,Other Industrial Metals & Mining
21STCENMGM,21st Century Management Services Limited,EQ,03-May-95,10,1,INE253B01015,10,21STCENMGM.NS,Financial Services,Capital Markets
360ONE,360 ONE WAM LIMITED,EQ,19-Sep-19,1,1,INE466L01038,1,360ONE.NS,Financial Services,Asset Management
3BBLACKBIO,3B Blackbio Dx Limited,EQ,20-Apr-26,10,1,INE994E01018,10,3BBLACKBIO.NS,,
3IINFOLTD,3i Infotech Limited,EQ,22-Oct-21,10,1,INE748C01038,10,3IINFOLTD.NS,Technology,Information Technology Services
3MINDIA,3M India Limited,EQ,13-Aug-04,10,1,INE470A01017,10,3MINDIA.NS,Industrials,Conglomerates
3PLAND,3P Land Holdings Limited,EQ,19-Jul-95,2,1,INE105C01023,2,3PLAND.NS,Unknown,Unknown
5PAISA,5Paisa Capital Limited,EQ,16-Nov-17,10,1,INE618L01018,10,5PAISA.NS,Financial Services,Capital Markets
63MOONS,63 moons technologies limited,EQ,20-Jun-05,2,1,INE111B01023,2,63MOONS.NS,Technology,Software - Application
A2ZINFRA,A2Z Infra Engineering Limited,EQ,23-Dec-10,10,1,INE619I01012,10,A2ZINFRA.NS,Industrials,Engineering & Construction
AAATECH,AAA Technologies Limited,EQ,28-Nov-22,10,1,INE0D0U01013,10,AAATECH.NS,Technology,Information Technology Services
AADHARHFC,Aadhar Housing Finance Limited,EQ,15-May-24,10,1,INE883F01010,10,AADHARHFC.NS,Financial Services,Mortgage Finance
AAKASH,Aakash Exploration Services Limited,BE,29-Sep-20,1,1,INE087Z01024,1,AAKASH.NS,Energy,Oil & Gas Equipment & Services
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,BE,06-Aug-21,10,1,INE198H01019,10,AAREYDRUGS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AARNAV,Aarnav Fashions Limited,EQ,25-Feb-26,10,1,INE750R01016,10,AARNAV.NS,,
AARON,Aaron Industries Limited,EQ,06-Nov-20,10,1,INE721Z01010,10,AARON.NS,Industrials,Specialty Industrial Machinery
AARTECH,Aartech Solonics Limited,EQ,10-Jul-23,5,1,INE01C001026,5,AARTECH.NS,Industrials,Electrical Equipment & Parts
AARTIDRUGS,Aarti Drugs Limited,EQ,19-Sep-03,10,1,INE767A01016,10,AARTIDRUGS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AARTIIND,Aarti Industries Limited,EQ,08-Feb-95,5,1,INE769A01020,5,AARTIIND.NS,Basic Materials,Specialty Chemicals
AARTIPHARM,Aarti Pharmalabs Limited,EQ,30-Jan-23,5,1,INE0LRU01027,5,AARTIPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AARTISURF,Aarti Surfactants Limited,EQ,14-Jul-20,10,1,INE09EO01013,10,AARTISURF.NS,Basic Materials,Specialty Chemicals
AARVI,Aarvi Encon Limited,EQ,24-Jun-20,10,1,INE754X01016,10,AARVI.NS,Industrials,Staffing & Employment Services
AAVAS,Aavas Financiers Limited,EQ,08-Oct-18,10,1,INE216P01012,10,AAVAS.NS,Financial Services,Mortgage Finance
ABANSENT,Abans Enterprises Limited,BE,20-Apr-26,2,1,INE365O01028,2,ABANSENT.NS,,
ABB,ABB India Limited,EQ,08-Feb-95,2,1,INE117A01022,2,ABB.NS,Industrials,Specialty Industrial Machinery
ABBOTINDIA,Abbott India Limited,EQ,08-Jan-10,10,1,INE358A01014,10,ABBOTINDIA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ABCAPITAL,Aditya Birla Capital Limited,EQ,01-Sep-17,10,1,INE674K01013,10,ABCAPITAL.NS,Financial Services,Financial Conglomerates
ABCOTS,A B Cotspin India Limited,EQ,24-Sep-25,10,1,INE08PH01015,10,ABCOTS.NS,Consumer Cyclical,Textile Manufacturing
ABDL,Allied Blenders and Distillers Limited,EQ,02-Jul-24,2,1,INE552Z01027,2,ABDL.NS,Consumer Defensive,Beverages - Wineries & Distilleries
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-Jul-13,10,1,INE647O01011,10,ABFRL.NS,Consumer Cyclical,Apparel Manufacturing
ABINFRA,A B Infrabuild Limited,EQ,08-Nov-24,1,1,INE00YB01025,1,ABINFRA.NS,Industrials,Engineering & Construction
ABLBL,Aditya Birla Lifestyle Brands Limited,EQ,23-Jun-25,10,1,INE14LE01019,10,ABLBL.NS,Consumer Cyclical,Apparel Retail
ABMINTLLTD,ABM International Limited,EQ,09-Sep-21,10,1,INE251C01025,10,ABMINTLLTD.NS,Basic Materials,Specialty Chemicals
ABMKNO,ABM Knowledgeware Limited,EQ,20-Apr-26,5,1,INE850B01026,5,ABMKNO.NS,,
ABREL,Aditya Birla Real Estate Limited,EQ,27-Jun-03,10,1,INE055A01016,10,ABREL.NS,Real Estate,Real Estate Services
ABSLAMC,Aditya Birla Sun Life AMC Limited,EQ,11-Oct-21,5,1,INE404A01024,5,ABSLAMC.NS,Financial Services,Asset Management
ACC,ACC Limited,EQ,20-Nov-96,10,1,INE012A01025,10,ACC.NS,Basic Materials,Building Materials
ACCELYA,Accelya Solutions India Limited,EQ,01-Dec-99,10,1,INE793A01012,10,ACCELYA.NS,Technology,Information Technology Services
ACCURACY,Accuracy Shipping Limited,EQ,11-Dec-20,1,1,INE648Z01023,1,ACCURACY.NS,Industrials,Integrated Freight & Logistics
ACE,Action Construction Equipment Limited,EQ,26-Sep-06,2,1,INE731H01025,2,ACE.NS,Industrials,Farm & Heavy Construction Machinery
ACEINTEG,Ace Integrated Solutions Limited,EQ,04-Nov-22,10,1,INE543V01017,10,ACEINTEG.NS,Industrials,Staffing & Employment Services
ACI,Archean Chemical Industries Limited,EQ,21-Nov-22,2,1,INE128X01021,2,ACI.NS,Basic Materials,Chemicals
ACL,Andhra Cements Limited,EQ,10-May-23,10,1,INE666E01020,10,ACL.NS,Basic Materials,Building Materials
ACMESOLAR,Acme Solar Holdings Limited,EQ,13-Nov-24,2,1,INE622W01025,2,ACMESOLAR.NS,Utilities,Utilities - Renewable
ACSTECH,ACS Technologies Limited,EQ,20-Apr-26,10,1,INE366C01021,10,ACSTECH.NS,,
ACUTAAS,Acutaas Chemicals Limited,EQ,14-Sep-21,5,1,INE00FF01025,5,ACUTAAS.NS,Basic Materials,Specialty Chemicals
ADANIENSOL,Adani Energy Solutions Limited,EQ,31-Jul-15,10,1,INE931S01010,10,ADANIENSOL.NS,Utilities,Utilities - Independent Power Producers
ADANIENT,Adani Enterprises Limited,EQ,04-Jun-97,1,1,INE423A01024,1,ADANIENT.NS,Energy,Thermal Coal
ADANIGREEN,Adani Green Energy Limited,EQ,18-Jun-18,10,1,INE364U01010,10,ADANIGREEN.NS,Utilities,Utilities - Renewable
ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,27-Nov-07,2,1,INE742F01042,2,ADANIPORTS.NS,Industrials,Marine Shipping
ADANIPOWER,Adani Power Limited,EQ,20-Aug-09,2,1,INE814H01029,2,ADANIPOWER.NS,Utilities,Utilities - Independent Power Producers
ADFFOODS,ADF Foods Limited,EQ,15-Sep-10,2,1,INE982B01027,2,ADFFOODS.NS,Consumer Defensive,Packaged Foods
ADL,Archidply Decor Limited,EQ,01-Oct-20,10,1,INE0CHO01012,10,ADL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ADOR,Ador Welding Limited,EQ,10-May-95,10,1,INE045A01017,10,ADOR.NS,Industrials,Specialty Industrial Machinery
ADROITINFO,Adroit Infotech Limited,EQ,13-Aug-97,10,1,INE737B01033,10,ADROITINFO.NS,Technology,Information Technology Services
ADSL,Allied Digital Services Limited,EQ,25-Jul-07,5,1,INE102I01027,5,ADSL.NS,Technology,Information Technology Services
ADVAIT,Advait Energy Transitions Limited,EQ,20-Jan-26,10,1,INE0ALI01010,10,ADVAIT.NS,Industrials,Specialty Industrial Machinery
ADVANCE,Advance Agrolife Limited,EQ,08-Oct-25,10,1,INE1B0W01010,10,ADVANCE.NS,Basic Materials,Agricultural Inputs
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-Jun-07,2,1,INE199C01026,2,ADVANIHOTR.NS,Consumer Cyclical,Lodging
ADVENTHTL,Advent Hotels International Limited,EQ,13-Nov-25,10,1,INE28GN01010,10,ADVENTHTL.NS,Consumer Cyclical,Lodging
ADVENZYMES,Advanced Enzyme Technologies Limited,EQ,01-Aug-16,2,1,INE837H01020,2,ADVENZYMES.NS,Basic Materials,Specialty Chemicals
AEGISLOG,Aegis Logistics Limited,EQ,03-Apr-96,1,1,INE208C01025,1,AEGISLOG.NS,Energy,Oil & Gas Refining & Marketing
AEGISVOPAK,Aegis Vopak Terminals Limited,EQ,02-Jun-25,10,1,INE0INX01018,10,AEGISVOPAK.NS,Energy,Oil & Gas Equipment & Services
AEPL,Artemis Electricals and Projects Limited,EQ,12-Mar-26,1,1,INE757T01025,1,AEPL.NS,Industrials,Electrical Equipment & Parts
AEQUS,Aequs Limited,EQ,10-Dec-25,10,1,INE947N01017,10,AEQUS.NS,Industrials,Aerospace & Defense
AEROENTER,Aeroflex Enterprises Limited,EQ,21-Nov-22,2,1,INE065D01027,2,AEROENTER.NS,Basic Materials,Steel
AEROFLEX,Aeroflex Industries Limited,EQ,31-Aug-23,2,1,INE024001021,2,AEROFLEX.NS,Industrials,Metal Fabrication
AERONEU,Aeroflex Neu Limited,EQ,12-Jan-23,10,1,INE035801013,10,AERONEU.NS,Consumer Cyclical,Packaging & Containers
AETHER,Aether Industries Limited,EQ,03-Jun-22,10,1,INE0BWX01014,10,AETHER.NS,Basic Materials,Specialty Chemicals
AFCONS,Afcons Infrastructure Limited,EQ,04-Nov-24,10,1,INE101I01011,10,AFCONS.NS,Industrials,Engineering & Construction
AFFLE,Affle 3i Limited,EQ,08-Aug-19,2,1,INE00WC01027,2,AFFLE.NS,Communication Services,Advertising Agencies
AFFORDABLE,Affordable Robotic & Automation Limited,BE,23-Oct-24,10,1,INE692Z01013,10,AFFORDABLE.NS,Industrials,Specialty Industrial Machinery
AFIL,Akme Fintrade (India) Limited,BE,26-Jun-24,1,1,INE916Y01027,1,AFIL.NS,Financial Services,Credit Services
AFSL,Abans Financial Services Limited,EQ,23-Dec-22,2,1,INE00ZE01026,2,AFSL.NS,Financial Services,Capital Markets
AGARIND,Agarwal Industrial Corporation Limited,EQ,26-May-14,10,1,INE204E01012,10,AGARIND.NS,Basic Materials,Specialty Chemicals
AGARWALEYE,Dr. Agarwal's Health Care Limited,EQ,04-Feb-25,1,1,INE943P01029,1,AGARWALEYE.NS,Healthcare,Medical Instruments & Supplies
AGI,AGI Greenpac Limited,EQ,31-May-00,2,1,INE415A01038,2,AGI.NS,Consumer Cyclical,Packaging & Containers
AGIIL,Agi Infra Limited,EQ,15-Jul-24,1,1,INE976R01033,1,AGIIL.NS,Real Estate,Real Estate - Development
AGRITECH,Agri-Tech (India) Limited,EQ,28-Jan-14,10,1,INE449G01018,10,AGRITECH.NS,Consumer Defensive,Farm Products
AGROPHOS,Agro Phos India Limited,EQ,08-Mar-19,10,1,INE740V01019,10,AGROPHOS.NS,Basic Materials,Agricultural Inputs
AHCL,Anlon Healthcare Limited,EQ,03-Sep-25,2,1,INE0Y8W01025,2,AHCL.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AHLADA,Ahlada Engineers Limited,EQ,28-Jan-21,10,1,INE00PV01013,10,AHLADA.NS,Industrials,Building Products & Equipment
AHLEAST,Asian Hotels (East) Limited,EQ,11-Aug-10,10,1,INE926K01017,10,AHLEAST.NS,Consumer Cyclical,Lodging
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,14-Dec-09,2,1,INE758C01029,2,AHLUCONT.NS,Industrials,Engineering & Construction
AHLWEST,Asian Hotels (West) Limited,BE,05-Aug-10,10,1,INE915K01010,10,AHLWEST.NS,Consumer Cyclical,Lodging
AIAENG,AIA Engineering Limited,EQ,14-Dec-05,2,1,INE212H01026,2,AIAENG.NS,Industrials,Specialty Industrial Machinery
AIIL,Authum Investment & Infrastructure Limited,EQ,23-Apr-24,1,1,INE206F01022,1,AIIL.NS,Financial Services,Capital Markets
AIRAN,Airan Limited,EQ,03-May-19,2,1,INE645W01026,2,AIRAN.NS,Technology,Information Technology Services
AIROLAM,Airo Lam limited,EQ,13-Oct-21,10,1,INE801L01010,10,AIROLAM.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AJANTPHARM,Ajanta Pharma Limited,EQ,29-May-00,2,1,INE031B01049,2,AJANTPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AJAXENGG,Ajax Engineering Limited,EQ,17-Feb-25,1,1,INE274Y01021,1,AJAXENGG.NS,Industrials,Farm & Heavy Construction Machinery
AJMERA,Ajmera Realty & Infra India Limited,EQ,16-Jun-09,2,1,INE298G01035,2,AJMERA.NS,Real Estate,Real Estate - Development
AJOONI,Ajooni Biotech Limited,EQ,07-May-21,2,1,INE820Y01021,2,AJOONI.NS,Consumer Defensive,Packaged Foods
AKASH,Akash Infra-Projects Limited,EQ,11-Oct-19,10,1,INE737W01013,10,AKASH.NS,Industrials,Engineering & Construction
AKCAPIT,AK Capital Services Limited,EQ,20-Apr-26,10,1,INE701G01012,10,AKCAPIT.NS,,
AKG,Akg Exim Limited,EQ,16-Feb-21,10,1,INE00Y801016,10,AKG.NS,Industrials,Industrial Distribution
AKI,AKI India Limited,EQ,06-Apr-23,2,1,INE642Z01026,2,AKI.NS,Consumer Cyclical,Footwear & Accessories
AKSHAR,Akshar Spintex Limited,EQ,23-May-22,1,1,INE256Z01025,1,AKSHAR.NS,Consumer Cyclical,Textile Manufacturing
AKSHARCHEM,AksharChem India Limited,EQ,28-Mar-17,10,1,INE542B01011,10,AKSHARCHEM.NS,Basic Materials,Specialty Chemicals
AKSHOPTFBR,Aksh Optifibre Limited,BE,18-Aug-00,5,1,INE523B01011,5,AKSHOPTFBR.NS,Technology,Communication Equipment
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,06-Aug-24,2,1,INE09XN01023,2,AKUMS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ALANKIT,Alankit Limited,EQ,30-Jun-15,1,1,INE914E01040,1,ALANKIT.NS,Technology,Information Technology Services
ALBERTDAVD,Albert David Limited,EQ,14-Jun-16,10,1,INE155C01010,10,ALBERTDAVD.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ALEMBICLTD,Alembic Limited,EQ,22-Sep-99,2,1,INE426A01027,2,ALEMBICLTD.NS,Real Estate,Real Estate - Development
ALGOQUANT,Algoquant Fintech Limited,EQ,06-Jan-26,1,1,INE598D01035,1,ALGOQUANT.NS,Financial Services,Capital Markets
ALICON,Alicon Castalloy Limited,EQ,29-Sep-06,5,1,INE062D01024,5,ALICON.NS,Industrials,Metal Fabrication
ALIVUS,Alivus Life Sciences Limited,EQ,06-Aug-21,2,1,INE03Q201024,2,ALIVUS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ALKALI,Alkali Metals Limited,EQ,06-Nov-08,10,1,INE773I01017,10,ALKALI.NS,Basic Materials,Specialty Chemicals
ALKEM,Alkem Laboratories Limited,EQ,23-Dec-15,2,1,INE540L01014,2,ALKEM.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,26-Nov-07,2,1,INE150B01039,2,ALKYLAMINE.NS,Basic Materials,Specialty Chemicals
ALLCARGO,Allcargo Logistics Limited,EQ,23-Jun-06,2,1,INE418H01029,2,ALLCARGO.NS,Industrials,Integrated Freight & Logistics
ALLDIGI,Alldigi Tech Limited,EQ,09-May-05,10,1,INE835G01018,10,ALLDIGI.NS,Industrials,Specialty Business Services
ALLTIME,All Time Plastics Limited,EQ,14-Aug-25,2,1,INE0GV601021,2,ALLTIME.NS,Consumer Defensive,Household & Personal Products
ALMONDZ,Almondz Global Securities Limited,EQ,16-Jun-08,1,1,INE326B01035,1,ALMONDZ.NS,Financial Services,Capital Markets
ALOKINDS,Alok Industries Limited,EQ,19-Feb-20,1,1,INE270A01029,1,ALOKINDS.NS,Consumer Cyclical,Textile Manufacturing
ALPA,Alpa Laboratories Limited,EQ,06-Aug-07,10,1,INE385I01010,10,ALPA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ALPHAGEO,Alphageo (India) Limited,EQ,11-May-07,10,1,INE137C01018,10,ALPHAGEO.NS,Energy,Oil & Gas Equipment & Services
AMAGI,Amagi Media Labs Limited,EQ,21-Jan-26,5,1,INE121R01077,5,AMAGI.NS,Technology,Software - Application
AMANTA,Amanta Healthcare Limited,EQ,09-Sep-25,10,1,INE084K01015,10,AMANTA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AMBALALSA,Ambalal Sarabhai Enterprises Limited,EQ,20-Apr-26,10,1,INE432A01017,10,AMBALALSA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AMBER,Amber Enterprises India Limited,EQ,30-Jan-18,10,1,INE371P01015,10,AMBER.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,29-Jun-04,10,1,INE792B01012,10,AMBICAAGAR.NS,Consumer Defensive,Household & Personal Products
AMBIKCO,Ambika Cotton Mills Limited,EQ,29-Jan-08,10,1,INE540G01014,10,AMBIKCO.NS,Consumer Cyclical,Textile Manufacturing
AMBUJACEM,Ambuja Cements Limited,EQ,18-Feb-98,2,1,INE079A01024,2,AMBUJACEM.NS,Basic Materials,Building Materials
AMDIND,AMD Industries Limited,EQ,19-Mar-07,10,1,INE005I01014,10,AMDIND.NS,Consumer Cyclical,Packaging & Containers
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Limited,EQ,02-Apr-26,10,1,INE05TO01019,10,AMIRCHAND.NS,Consumer Defensive,Farm Products
AMJLAND,Amj Land Holdings Limited,EQ,08-Feb-95,2,1,INE606A01024,2,AMJLAND.NS,Real Estate,Real Estate - Development
AMNPLST,Amines & Plasticizers Limited,EQ,10-Nov-23,2,1,INE275D01022,2,AMNPLST.NS,Basic Materials,Chemicals
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,02-Jan-15,1,1,INE098F01031,1,AMRUTANJAN.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ANANDRATHI,Anand Rathi Wealth Limited,EQ,14-Dec-21,5,1,INE463V01026,5,ANANDRATHI.NS,Financial Services,Asset Management
ANANTRAJ,Anant Raj Limited,EQ,27-Sep-06,2,1,INE242C01024,2,ANANTRAJ.NS,Real Estate,Real Estate - Development
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,13-May-04,2,1,INE435A01051,2,ANDHRAPAP.NS,Basic Materials,Paper & Paper Products
ANDHRSUGAR,The Andhra Sugars Limited,EQ,01-Nov-95,2,1,INE715B01021,2,ANDHRSUGAR.NS,Basic Materials,Chemicals
ANGELONE,Angel One Limited,EQ,05-Oct-20,1,1,INE732I01021,1,ANGELONE.NS,Financial Services,Capital Markets
ANIKINDS,Anik Industries Limited,BE,21-May-08,10,1,INE087B01017,10,ANIKINDS.NS,Consumer Defensive,Food Distribution
ANKITMETAL,Ankit Metal & Power Limited,BZ,14-Mar-13,10,1,INE106I01010,10,ANKITMETAL.NS,Basic Materials,Steel
ANMOL,Anmol India Limited,EQ,04-Jun-21,10,1,INE02AR01019,10,ANMOL.NS,Energy,Thermal Coal
ANSALAPI,Ansal Properties & Infrastructure Limited,BZ,27-Jan-06,5,1,INE436A01026,5,ANSALAPI.NS,Real Estate,Real Estate - Development
ANTELOPUS,Antelopus Selan Energy Limited,EQ,26-Sep-06,10,1,INE818A01017,10,ANTELOPUS.NS,Energy,Oil & Gas E&P
ANTGRAPHIC,Antarctica Limited,EQ,31-Dec-97,1,1,INE414B01021,1,ANTGRAPHIC.NS,Consumer Cyclical,Packaging & Containers
ANTHEM,Anthem Biosciences Limited,EQ,21-Jul-25,2,1,INE0CZ201020,2,ANTHEM.NS,Healthcare,Biotechnology
ANUHPHR,Anuh Pharma Limited,EQ,20-Dec-24,5,1,INE489G01022,5,ANUHPHR.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ANUP,The Anup Engineering Limited,EQ,01-Mar-19,10,1,INE294Z01018,10,ANUP.NS,Industrials,Specialty Industrial Machinery
ANURAS,Anupam Rasayan India Limited,EQ,24-Mar-21,10,1,INE930P01018,10,ANURAS.NS,Basic Materials,Specialty Chemicals
APARINDS,Apar Industries Limited,EQ,12-Jul-04,10,1,INE372A01015,10,APARINDS.NS,Industrials,Electrical Equipment & Parts
APCL,Anjani Portland Cement Limited,EQ,10-Apr-17,10,1,INE071F01012,10,APCL.NS,Basic Materials,Building Materials
APCOTEXIND,Apcotex Industries Limited,EQ,06-Sep-95,2,1,INE116A01032,2,APCOTEXIND.NS,Basic Materials,Specialty Chemicals
APEX,Apex Frozen Foods Limited,EQ,04-Sep-17,10,1,INE346W01013,10,APEX.NS,Consumer Defensive,Farm Products
APLAPOLLO,APL Apollo Tubes Limited,EQ,14-Dec-11,2,1,INE702C01027,2,APLAPOLLO.NS,Basic Materials,Steel
APLLTD,Alembic Pharmaceuticals Limited,EQ,20-Sep-11,2,1,INE901L01018,2,APLLTD.NS,Healthcare,Drug Manufacturers - Specialty & Generic
APOLLO,Apollo Micro Systems Limited,EQ,22-Jan-18,1,1,INE713T01028,1,APOLLO.NS,Industrials,Aerospace & Defense
APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,10-Jan-96,5,1,INE437A01024,5,APOLLOHOSP.NS,Healthcare,Medical Care Facilities
APOLLOPIPE,Apollo Pipes Limited,EQ,11-Nov-19,10,1,INE126J01016,10,APOLLOPIPE.NS,Industrials,Building Products & Equipment
APOLLOTYRE,Apollo Tyres Limited,EQ,31-May-95,1,1,INE438A01022,1,APOLLOTYRE.NS,Consumer Cyclical,Auto Parts
APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,28-Jan-15,5,1,INE451F01024,5,APOLSINHOT.NS,Industrials,Specialty Business Services
APTECHT,Aptech Limited,EQ,27-Sep-02,10,1,INE266F01018,10,APTECHT.NS,Consumer Defensive,Education & Training Services
APTUS,Aptus Value Housing Finance India Limited,EQ,24-Aug-21,2,1,INE852O01025,2,APTUS.NS,Financial Services,Mortgage Finance
AQYLON,Aqylon Nexus Limited,EQ,01-Apr-24,1,1,INE416A01051,1,AQYLON.NS,Communication Services,Broadcasting
ARCHIDPLY,Archidply Industries Limited,EQ,04-Jul-08,10,1,INE877I01016,10,ARCHIDPLY.NS,Basic Materials,Lumber & Wood Production
ARCHIES,Archies Limited,EQ,02-Sep-98,2,1,INE731A01020,2,ARCHIES.NS,Consumer Cyclical,Specialty Retail
ARE&M,Amara Raja Energy & Mobility Limited,EQ,05-Sep-03,1,1,INE885A01032,1,ARE&M.NS,Industrials,Electrical Equipment & Parts
ARENTERP,Rajdarshan Industries Limited,EQ,18-Oct-95,10,1,INE610C01014,10,ARENTERP.NS,Basic Materials,Other Industrial Metals & Mining
ARFIN,Arfin India Limited,EQ,22-Jul-25,1,1,INE784R01023,1,ARFIN.NS,Basic Materials,Aluminum
ARIES,Aries Agro Limited,EQ,11-Jan-08,10,1,INE298I01015,10,ARIES.NS,Basic Materials,Agricultural Inputs
ARIHANT,Arihant Foundations & Housing Limited,EQ,20-Apr-26,10,1,INE413D01011,10,ARIHANT.NS,Real Estate,Real Estate - Development
ARIHANTCAP,Arihant Capital Markets Limited,EQ,15-Jun-21,1,1,INE420B01036,1,ARIHANTCAP.NS,Financial Services,Capital Markets
ARIHANTSUP,Arihant Superstructures Limited,EQ,28-Mar-17,10,1,INE643K01018,10,ARIHANTSUP.NS,Real Estate,Real Estate - Development
ARIS,Arisinfra Solutions Limited,EQ,25-Jun-25,2,1,INE0H9P01028,2,ARIS.NS,Industrials,Engineering & Construction
ARKADE,Arkade Developers Limited,EQ,24-Sep-24,10,1,INE0QRL01017,10,ARKADE.NS,Real Estate,Real Estate - Development
ARMANFIN,Arman Financial Services Limited,EQ,14-Jun-16,10,1,INE109C01017,10,ARMANFIN.NS,Financial Services,Credit Services
AROGRANITE,Aro Granite Industries Limited,EQ,24-Apr-07,10,1,INE210C01013,10,AROGRANITE.NS,Industrials,Building Products & Equipment
ARROWGREEN,Arrow Greentech Limited,EQ,21-May-15,10,1,INE570D01018,10,ARROWGREEN.NS,Consumer Cyclical,Packaging & Containers
ARSHIYA,Arshiya Limited,BZ,14-Dec-09,2,1,INE968D01022,2,ARSHIYA.NS,Industrials,Integrated Freight & Logistics
ARSSBL,Anand Rathi Share and Stock Brokers Limited,EQ,30-Sep-25,5,1,INE549H01021,5,ARSSBL.NS,Financial Services,Financial Conglomerates
ARTEMISMED,Artemis Medicare Services Limited,EQ,23-Jan-20,1,1,INE025R01021,1,ARTEMISMED.NS,,
ARTNIRMAN,Art Nirman Limited,EQ,18-Oct-21,10,1,INE738V01013,10,ARTNIRMAN.NS,Real Estate,Real Estate - Development
ARVEE,Arvee Laboratories (India) Limited,EQ,22-Mar-21,10,1,INE006Z01016,10,ARVEE.NS,Basic Materials,Specialty Chemicals
ARVIND,Arvind Limited,EQ,08-Feb-95,10,1,INE034A01011,10,ARVIND.NS,Consumer Cyclical,Textile Manufacturing
ARVINDFASN,Arvind Fashions Limited,EQ,08-Mar-19,4,1,INE955V01021,4,ARVINDFASN.NS,Consumer Cyclical,Apparel Manufacturing
ARVSMART,Arvind SmartSpaces Limited,EQ,26-Aug-15,10,1,INE034S01021,10,ARVSMART.NS,Real Estate,Real Estate - Development
ASAHIINDIA,Asahi India Glass Limited,EQ,18-Mar-98,1,1,INE439A01020,1,ASAHIINDIA.NS,Consumer Cyclical,Auto Parts
ASAHISONG,Asahi Songwon Colors Limited,EQ,29-Aug-11,10,1,INE228I01012,10,ASAHISONG.NS,Basic Materials,Specialty Chemicals
ASAL,Automotive Stampings and Assemblies Limited,EQ,12-Mar-02,10,1,INE900C01027,10,ASAL.NS,Consumer Cyclical,Auto Parts
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-Feb-20,10,1,INE073G01016,10,ASALCBR.NS,Consumer Defensive,Beverages - Wineries & Distilleries
ASHAPURMIN,Ashapura Minechem Limited,EQ,20-Sep-95,2,1,INE348A01023,2,ASHAPURMIN.NS,Basic Materials,Other Industrial Metals & Mining
ASHIANA,Ashiana Housing Limited,EQ,29-Jun-11,2,1,INE365D01021,2,ASHIANA.NS,Real Estate,Real Estate - Development
ASHIKA,Ashika Credit Capital Limited,EQ,20-Apr-26,10,1,INE094B01013,10,ASHIKA.NS,,
ASHIMASYN,Ashima Limited,EQ,27-Jul-95,10,1,INE440A01010,10,ASHIMASYN.NS,Real Estate,Real Estate - Development
ASHOKA,Ashoka Buildcon Limited,EQ,14-Oct-10,5,1,INE442H01029,5,ASHOKA.NS,Industrials,Engineering & Construction
ASHOKAMET,Ashoka Metcast Limited,EQ,27-Jun-23,10,1,INE760Y01011,10,ASHOKAMET.NS,Basic Materials,Steel
ASHOKLEY,Ashok Leyland Limited,EQ,25-May-95,1,1,INE208A01029,1,ASHOKLEY.NS,Industrials,Farm & Heavy Construction Machinery
ASIANENE,Asian Energy Services Limited,EQ,09-Dec-21,10,1,INE276G01015,10,ASIANENE.NS,Energy,Oil & Gas Equipment & Services
ASIANHOTNR,Asian Hotels (North) Limited,EQ,07-Apr-10,10,1,INE363A01022,10,ASIANHOTNR.NS,Consumer Cyclical,Lodging
