SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,Yahoo Ticker,Sector,Industry
SAPPHIRE,Sapphire Foods India Limited,EQ,18-Nov-21,2,1,INE806T01020,2,SAPPHIRE.NS,Consumer Cyclical,Restaurants
SAPPL,Shree Ajit Pulp & Paper Limited,EQ,20-Apr-26,10,1,INE185C01017,10,SAPPL.NS,,
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-Dec-09,1,1,INE385C01021,1,SARDAEN.NS,Basic Materials,Steel
SAREGAMA,Saregama India Limited,EQ,30-Jul-97,1,1,INE979A01025,1,SAREGAMA.NS,Communication Services,Entertainment
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-Jan-07,1,1,INE453D01025,1,SARLAPOLY.NS,Consumer Cyclical,Textile Manufacturing
SARVESHWAR,Sarveshwar Foods Limited,BE,08-Dec-22,1,1,INE324X01026,1,SARVESHWAR.NS,Consumer Defensive,Packaged Foods
SASKEN,Sasken Technologies Limited,EQ,09-Sep-05,10,1,INE231F01020,10,SASKEN.NS,Technology,Information Technology Services
SATIA,Satia Industries Limited,EQ,17-Jul-19,1,1,INE170E01023,1,SATIA.NS,Basic Materials,Paper & Paper Products
SATIN,Satin Creditcare Network Limited,EQ,26-Aug-15,10,1,INE836B01017,10,SATIN.NS,Financial Services,Credit Services
SAURASHCEM,Saurashtra Cement Limited,EQ,27-Feb-24,10,1,INE626A01014,10,SAURASHCEM.NS,Basic Materials,Building Materials
SAYAJIHOTL,Sayaji Hotels Limited,EQ,20-Apr-26,10,1,INE318C01014,10,SAYAJIHOTL.NS,Consumer Cyclical,Lodging
SBC,SBC Exports Limited,EQ,23-Nov-21,1,1,INE04AK01028,1,SBC.NS,Industrials,Conglomerates
SBCL,Shivalik Bimetal Controls Limited,EQ,24-Jun-21,2,1,INE386D01027,2,SBCL.NS,Industrials,Metal Fabrication
SBFC,SBFC Finance Limited,EQ,16-Aug-23,10,1,INE423Y01016,10,SBFC.NS,Financial Services,Credit Services
SBGLP,Suratwwala Business Group Limited,EQ,10-Feb-23,1,1,INE05ST01028,1,SBGLP.NS,Real Estate,Real Estate - Development
SBICARD,SBI Cards and Payment Services Limited,EQ,16-Mar-20,10,1,INE018E01016,10,SBICARD.NS,Financial Services,Credit Services
SBILIFE,SBI Life Insurance Company Limited,EQ,03-Oct-17,10,1,INE123W01016,10,SBILIFE.NS,Financial Services,Insurance - Life
SBIN,State Bank of India,EQ,01-Mar-95,1,1,INE062A01020,1,SBIN.NS,Banking,Banks - Regional
SCANSTL,Scan Steels Limited,EQ,20-Apr-26,10,1,INE099G01011,10,SCANSTL.NS,,
SCHAEFFLER,Schaeffler India Limited,EQ,29-Nov-00,2,1,INE513A01022,2,SCHAEFFLER.NS,Consumer Cyclical,Auto Parts
SCHAND,S Chand And Company Limited,EQ,09-May-17,5,1,INE807K01035,5,SCHAND.NS,Communication Services,Publishing
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-Mar-12,2,1,INE839M01018,2,SCHNEIDER.NS,Industrials,Electrical Equipment & Parts
SCI,Shipping Corporation Of India Limited,EQ,13-Aug-97,10,1,INE109A01011,10,SCI.NS,Industrials,Marine Shipping
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-Mar-24,10,1,INE0PB301013,10,SCILAL.NS,Real Estate,Real Estate Services
SCODATUBES,Scoda Tubes Limited,EQ,04-Jun-25,10,1,INE090501011,10,SCODATUBES.NS,Basic Materials,Steel
SCPL,Sheetal Cool Products Limited,BE,22-Nov-22,10,1,INE501Y01019,10,SCPL.NS,Consumer Defensive,Packaged Foods
SDBL,Som Distilleries & Breweries Limited,EQ,18-Mar-14,2,1,INE480C01038,2,SDBL.NS,Consumer Defensive,Beverages - Brewers
SEAMECLTD,Seamec Limited,EQ,28-Jun-95,10,1,INE497B01018,10,SEAMECLTD.NS,Industrials,Marine Shipping
SECMARK,SecMark Consultancy Limited,EQ,16-Oct-23,10,1,INE0BTM01013,10,SECMARK.NS,Industrials,Consulting Services
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-Jan-14,5,1,INE650K01021,5,SECURKLOUD.NS,Technology,Software - Application
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,11-Mar-26,10,1,INE00XB01019,10,SEDEMAC.NS,Consumer Cyclical,Auto Parts
SEIL,Shanti Educational Initiatives Limited,EQ,20-Apr-26,1,1,INE440T01028,1,SEIL.NS,,
SEJALLTD,Sejal Glass Limited,BE,13-Dec-21,10,1,INE955I01044,10,SEJALLTD.NS,Industrials,Building Products & Equipment
SELMC,SEL Manufacturing Company Limited,EQ,26-Oct-21,10,1,INE105I01020,10,SELMC.NS,Consumer Cyclical,Textile Manufacturing
SEMAC,Semac Construction Limited,BE,11-Aug-05,10,1,INE617A01013,10,SEMAC.NS,Industrials,Engineering & Construction
SENCO,Senco Gold Limited,EQ,14-Jul-23,5,1,INE602W01027,5,SENCO.NS,Consumer Cyclical,Luxury Goods
SENORES,Senores Pharmaceuticals Limited,EQ,30-Dec-24,10,1,INE0RB801010,10,SENORES.NS,Healthcare,Drug Manufacturers - General
SEPC,SEPC Limited,EQ,20-Feb-08,10,1,INE964H01014,10,SEPC.NS,Industrials,Engineering & Construction
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-Sep-21,1,1,INE782X01033,1,SERVOTECH.NS,Industrials,Electrical Equipment & Parts
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-Mar-95,2,1,INE630A01024,2,SESHAPAPER.NS,Basic Materials,Paper & Paper Products
SETCO,Setco Automotive Limited,BE,01-Jul-16,2,1,INE878E01021,2,SETCO.NS,Consumer Cyclical,Auto Parts
SETL,Standard Engineering Technology Limited,EQ,13-Jan-25,10,1,INE0M4D01010,10,SETL.NS,Industrials,Specialty Industrial Machinery
SEYAIND,Seya Industries Limited,BE,11-Jul-19,10,1,INE573R01012,10,SEYAIND.NS,Basic Materials,Specialty Chemicals
SFL,Sheela Foam Limited,EQ,09-Dec-16,5,1,INE916U01025,5,SFL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGFIN,SG Finserve Limited,EQ,05-Aug-25,10,1,INE618R01015,10,SGFIN.NS,Financial Services,Capital Markets
SGIL,Synergy Green Industries Limited,EQ,28-Jul-21,10,1,INE00QT01015,10,SGIL.NS,Industrials,Metal Fabrication
SGL,STL Global Limited,EQ,10-Apr-06,10,1,INE353H01010,10,SGL.NS,Consumer Cyclical,Textile Manufacturing
SGMART,SG Mart Limited,EQ,12-Sep-25,1,1,INE385F01024,1,SGMART.NS,Industrials,Industrial Distribution
SHADOWFAX,Shadowfax Technologies Limited,EQ,28-Jan-26,10,1,INE12UN01015,10,SHADOWFAX.NS,Industrials,Integrated Freight & Logistics
SHAH,Shah Metacorp Limited,EQ,27-Oct-10,1,1,INE482J01021,1,SHAH.NS,Basic Materials,Steel
SHAHALLOYS,Shah Alloys Limited,EQ,16-Jun-05,10,1,INE640C01011,10,SHAHALLOYS.NS,Basic Materials,Steel
SHAILY,Shaily Engineering Plastics Limited,EQ,04-Apr-22,2,1,INE151G01028,2,SHAILY.NS,Basic Materials,Specialty Chemicals
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-Jan-15,10,1,INE908D01010,10,SHAKTIPUMP.NS,Industrials,Specialty Industrial Machinery
SHALBY,Shalby Limited,EQ,15-Dec-17,10,1,INE597J01018,10,SHALBY.NS,Healthcare,Medical Care Facilities
SHALPAINTS,Shalimar Paints Limited,EQ,03-Mar-08,2,1,INE849C01026,2,SHALPAINTS.NS,Basic Materials,Specialty Chemicals
SHANKARA,Shankara Building Products Limited,BE,05-Apr-17,10,1,INE274V01019,10,SHANKARA.NS,Consumer Cyclical,Home Improvement Retail
SHANTI,Shanti Overseas (India) Limited,EQ,16-Sep-21,10,1,INE933X01016,10,SHANTI.NS,Consumer Defensive,Farm Products
SHANTIGEAR,Shanthi Gears Limited,EQ,17-Jan-96,1,1,INE631A01022,1,SHANTIGEAR.NS,Industrials,Specialty Industrial Machinery
SHANTIGOLD,Shanti Gold International Limited,EQ,01-Aug-25,10,1,INE06ZD01017,10,SHANTIGOLD.NS,Consumer Cyclical,Luxury Goods
SHARDACROP,Sharda Cropchem Limited,EQ,23-Sep-14,10,1,INE221J01015,10,SHARDACROP.NS,Basic Materials,Agricultural Inputs
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-Sep-15,2,1,INE597I01028,2,SHARDAMOTR.NS,Consumer Cyclical,Auto Parts
SHARDUL,Shardul Securities Limited,EQ,20-Apr-26,2,1,INE037B01020,2,SHARDUL.NS,Financial Services,Capital Markets
SHAREINDIA,Share India Securities Limited,EQ,21-Sep-20,2,1,INE932X01026,2,SHAREINDIA.NS,Financial Services,Capital Markets
SHBAJRG,Shri Bajrang Alliance Limited,EQ,20-Apr-26,10,1,INE402H01015,10,SHBAJRG.NS,,
SHEKHAWATI,Shekhawati Industries Limited,BE,12-Jan-11,10,1,INE268L01046,10,SHEKHAWATI.NS,Consumer Cyclical,Textile Manufacturing
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-Oct-14,10,1,INE363M01019,10,SHEMAROO.NS,Communication Services,Entertainment
SHILCTECH,Shilchar Technologies Limited,EQ,24-Nov-25,10,1,INE024F01011,10,SHILCTECH.NS,Industrials,Electrical Equipment & Parts
SHILPAMED,Shilpa Medicare Limited,EQ,03-Dec-09,1,1,INE790G01031,1,SHILPAMED.NS,Healthcare,Drug Manufacturers - Specialty & Generic
SHINDL,Sharat Industries Limited,EQ,20-Apr-26,10,1,INE220Z01013,10,SHINDL.NS,,
SHIVALIK,Shivalik Rasayan Limited,EQ,09-Dec-21,5,1,INE788J01021,5,SHIVALIK.NS,Basic Materials,Agricultural Inputs
SHIVAMAUTO,Shivam Autotech Limited,BE,21-Nov-06,2,1,INE637H01024,2,SHIVAMAUTO.NS,Consumer Cyclical,Auto Parts
SHIVAMILLS,Shiva Mills Limited,BE,26-Feb-18,10,1,INE644Y01017,10,SHIVAMILLS.NS,Consumer Cyclical,Textile Manufacturing
SHIVATEX,Shiva Texyarn Limited,EQ,26-Dec-17,10,1,INE705C01020,10,SHIVATEX.NS,Consumer Cyclical,Textile Manufacturing
SHIVAUM,Shiv Aum Steels Limited,EQ,14-Nov-25,10,1,INE719F01016,10,SHIVAUM.NS,Basic Materials,Steel
SHK,S H Kelkar and Company Limited,EQ,16-Nov-15,10,1,INE500L01026,10,SHK.NS,Basic Materials,Specialty Chemicals
SHOPERSTOP,Shoppers Stop Limited,EQ,23-May-05,5,1,INE498B01024,5,SHOPERSTOP.NS,Consumer Cyclical,Department Stores
SHRADHA,Shradha Realty Limited,EQ,22-Oct-20,2,1,INE715Y01031,2,SHRADHA.NS,Real Estate,Real Estate - Development
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-Jan-20,10,1,INE232A01011,10,SHREDIGCEM.NS,Basic Materials,Building Materials
SHREECEM,SHREE CEMENT LIMITED,EQ,26-Apr-95,10,1,INE070A01015,10,SHREECEM.NS,Basic Materials,Building Materials
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-Aug-25,10,1,INE1B6101010,10,SHREEJISPG.NS,Industrials,Marine Shipping
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-Sep-15,10,1,INE712K01011,10,SHREEPUSHK.NS,Basic Materials,Specialty Chemicals
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-Mar-00,5,1,INE879A01019,5,SHREERAMA.NS,Consumer Cyclical,Packaging & Containers
SHRENIK,Shrenik Limited,BZ,02-Aug-19,1,1,INE632X01030,1,SHRENIK.NS,Basic Materials,Paper & Paper Products
SHREYANIND,Shreyans Industries Limited,EQ,06-Nov-96,10,1,INE231C01019,10,SHREYANIND.NS,Basic Materials,Paper & Paper Products
SHRIKRISH,Shri Krishna Devcon Limited,EQ,20-Apr-26,10,1,INE997I01012,10,SHRIKRISH.NS,Unknown,Unknown
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-Sep-25,10,1,INE1B3L01017,10,SHRINGARMS.NS,Consumer Cyclical,Luxury Goods
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-Jun-16,10,1,INE526E01018,10,SHRIPISTON.NS,Consumer Cyclical,Auto Parts
SHRIRAMFIN,Shriram Finance Limited,EQ,11-Dec-96,2,1,INE721A01047,2,SHRIRAMFIN.NS,Financial Services,Credit Services
SHRIRAMPPS,Shriram Properties Limited,EQ,20-Dec-21,10,1,INE217L01019,10,SHRIRAMPPS.NS,Real Estate,Real Estate - Development
SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-Jul-15,1,1,INE979R01011,1,SHYAMCENT.NS,Basic Materials,Steel
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-Jun-21,10,1,INE810G01011,10,SHYAMMETL.NS,Basic Materials,Steel
SHYAMTEL,Shyam Telecom Limited,BE,06-Nov-06,10,1,INE635A01023,10,SHYAMTEL.NS,Technology,Communication Equipment
SICAGEN,Sicagen India Limited,EQ,20-Apr-26,10,1,INE176J01011,10,SICAGEN.NS,Basic Materials,Steel
SICALLOG,Sical Logistics Limited,BE,12-Oct-23,10,1,INE075B01020,10,SICALLOG.NS,Industrials,Integrated Freight & Logistics
SIEMENS,Siemens Limited,EQ,06-Sep-95,2,1,INE003A01024,2,SIEMENS.NS,Industrials,Specialty Industrial Machinery
SIGACHI,Sigachi Industries Limited,BE,15-Nov-21,1,1,INE0D0K01022,1,SIGACHI.NS,Healthcare,Drug Manufacturers - Specialty & Generic
SIGIND,Signet Industries Limited,EQ,29-Aug-18,10,1,INE529F01035,10,SIGIND.NS,Industrials,Conglomerates
SIGMA,Sigma Solve Limited,EQ,09-Jun-23,1,1,INE0A0S01028,1,SIGMA.NS,Technology,Information Technology Services
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,19-Jul-07,10,1,INE933B01012,10,SIGMAADV.NS,Industrials,Aerospace & Defense
SIGNATURE,Signatureglobal (India) Limited,EQ,27-Sep-23,1,1,INE903U01023,1,SIGNATURE.NS,Real Estate,Real Estate - Development
SIGNPOST,Signpost India Limited,EQ,14-Feb-24,2,1,INE0KGZ01021,2,SIGNPOST.NS,Communication Services,Advertising Agencies
SIKA,Sika Interplant Systems Limited,EQ,20-Apr-26,2,1,INE438E01032,2,SIKA.NS,,
SIKKO,Sikko Industries Limited,EQ,22-Oct-21,1,1,INE112X01025,1,SIKKO.NS,Basic Materials,Agricultural Inputs
SIL,Standard Industries Limited,EQ,27-Jan-04,5,1,INE173A01025,5,SIL.NS,Consumer Cyclical,Textile Manufacturing
SILGO,Silgo Retail Limited,EQ,03-Mar-21,10,1,INE01II01013,10,SILGO.NS,Consumer Cyclical,Luxury Goods
SILINV,SIL Investments Limited,EQ,22-May-96,10,1,INE923A01015,10,SILINV.NS,Financial Services,Asset Management
SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-Jul-20,10,1,INE203Y01012,10,SILLYMONKS.NS,Communication Services,Entertainment
SILVERTUC,Silver Touch Technologies Limited,EQ,12-May-22,2,1,INE625X01026,2,SILVERTUC.NS,Technology,Information Technology Services
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-Mar-04,2,1,INE059B01024,2,SIMPLEXINF.NS,Industrials,Engineering & Construction
SINCLAIR,Sinclairs Hotels Limited,EQ,10-Apr-24,2,1,INE985A01022,2,SINCLAIR.NS,Consumer Cyclical,Lodging
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-Jun-23,1,1,INE325D01025,1,SINDHUTRAD.NS,Industrials,Conglomerates
SINGERIND,Singer India Limited,EQ,19-Mar-26,2,1,INE638A01035,2,SINGERIND.NS,,
SINTERCOM,Sintercom India Limited,EQ,07-Oct-20,10,1,INE129Z01016,10,SINTERCOM.NS,Consumer Cyclical,Auto Parts
SIRCA,Sirca Paints India Limited,EQ,22-Jul-19,10,1,INE792Z01011,10,SIRCA.NS,Basic Materials,Specialty Chemicals
SIS,SIS LIMITED,EQ,10-Aug-17,5,1,INE285J01028,5,SIS.NS,Industrials,Security & Protection Services
SITINET,Siti Networks Limited,BZ,10-Jan-07,1,1,INE965H01011,1,SITINET.NS,Communication Services,Entertainment
SIYSIL,Siyaram Silk Mills Limited,EQ,29-Jan-07,2,1,INE076B01028,2,SIYSIL.NS,Consumer Cyclical,Textile Manufacturing
SJS,S.J.S. Enterprises Limited,EQ,15-Nov-21,10,1,INE284S01014,10,SJS.NS,Consumer Cyclical,Auto Parts
SJVN,SJVN Limited,EQ,20-May-10,10,1,INE002L01015,10,SJVN.NS,Utilities,Utilities - Renewable
SKFINDIA,SKF India Limited,EQ,27-Jan-99,10,1,INE640A01023,10,SKFINDIA.NS,Industrials,Tools & Accessories
SKFINDUS,SKF India (Industrial) Limited,EQ,05-Dec-25,10,1,INE2J8701016,10,SKFINDUS.NS,Industrials,Tools & Accessories
SKIPPER,Skipper Limited,EQ,27-May-15,1,1,INE439E01022,1,SKIPPER.NS,Industrials,Engineering & Construction
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-Mar-97,5,1,INE411D01023,5,SKMEGGPROD.NS,Consumer Defensive,Packaged Foods
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-Jan-23,10,1,INE01IU01018,10,SKYGOLD.NS,Consumer Cyclical,Luxury Goods
SMARTLINK,Smartlink Holdings Limited,BE,11-Apr-01,2,1,INE178C01020,2,SMARTLINK.NS,Technology,Communication Equipment
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-Jul-25,10,1,INE0NAZ01010,10,SMARTWORKS.NS,Real Estate,Real Estate Services
SMCGLOBAL,SMC Global Securities Limited,EQ,24-Feb-21,2,1,INE103C01036,2,SMCGLOBAL.NS,Financial Services,Capital Markets
SMLMAH,SML Mahindra Limited,EQ,29-Aug-03,10,1,INE294B01019,10,SMLMAH.NS,Consumer Cyclical,Auto Manufacturers
SMLT,Sarthak Metals Limited,EQ,25-Nov-21,10,1,INE017W01010,10,SMLT.NS,Industrials,Metal Fabrication
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-Feb-07,1,1,INE812G01025,1,SMSPHARMA.NS,Healthcare,Drug Manufacturers - General
SNOWMAN,Snowman Logistics Limited,EQ,12-Sep-14,10,1,INE734N01019,10,SNOWMAN.NS,Industrials,Integrated Freight & Logistics
SOBHA,Sobha Limited,EQ,20-Dec-06,10,1,INE671H01015,10,SOBHA.NS,Real Estate,Real Estate - Development
SOFTTECH,Softtech Engineers Limited,BE,25-Feb-22,10,1,INE728Z01015,10,SOFTTECH.NS,Technology,Software - Application
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-Jun-18,10,1,INE624Z01016,10,SOLARA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
SOLARINDS,Solar Industries India Limited,EQ,03-Apr-06,2,1,INE343H01029,2,SOLARINDS.NS,Basic Materials,Specialty Chemicals
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-Sep-25,5,1,INE0TY101024,5,SOLARWORLD.NS,Technology,Solar
SOLEX,Solex Energy Limited,EQ,08-Oct-25,10,1,INE880Y01017,10,SOLEX.NS,Technology,Solar
SOMANYCERA,Somany Ceramics Limited,EQ,22-Nov-95,2,1,INE355A01028,2,SOMANYCERA.NS,Industrials,Building Products & Equipment
SOMATEX,Soma Textiles & Industries Limited,EQ,14-Aug-96,10,1,INE314C01013,10,SOMATEX.NS,Consumer Cyclical,Textile Manufacturing
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-Jul-16,10,1,INE323J01019,10,SOMICONVEY.NS,Industrials,Specialty Industrial Machinery
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-Jun-21,10,1,INE073K01018,10,SONACOMS.NS,Consumer Cyclical,Auto Parts
SONAL,Sonal Mercantile Limited,EQ,20-Apr-26,10,1,INE321M01017,10,SONAL.NS,,
SONAMLTD,SONAM LIMITED,EQ,07-Apr-22,5,1,INE00LM01029,5,SONAMLTD.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SONATSOFTW,Sonata Software Limited,EQ,28-Jul-99,1,1,INE269A01021,1,SONATSOFTW.NS,Technology,Information Technology Services
SOTL,Savita Oil Technologies Limited,EQ,28-Jun-95,2,1,INE035D01020,2,SOTL.NS,Basic Materials,Specialty Chemicals
SOUTHBANK,The South Indian Bank Limited,EQ,08-Dec-98,1,1,INE683A01023,1,SOUTHBANK.NS,Financial Services,Banks - Regional
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-Apr-19,10,1,INE980Y01015,10,SOUTHWEST.NS,Energy,Oil & Gas Equipment & Services
SPAL,S. P. Apparels Limited,EQ,12-Aug-16,10,1,INE212I01016,10,SPAL.NS,Consumer Cyclical,Apparel Manufacturing
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-Aug-19,10,1,INE572J01011,10,SPANDANA.NS,Financial Services,Credit Services
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-Jul-07,1,1,INE232I01014,1,SPARC.NS,Healthcare,Drug Manufacturers - Specialty & Generic
SPCENET,Spacenet Enterprises India Limited,EQ,10-Jan-17,1,1,INE970N01027,1,SPCENET.NS,Financial Services,Capital Markets
SPECIALITY,Speciality Restaurants Limited,EQ,30-May-12,10,1,INE247M01014,10,SPECIALITY.NS,Consumer Cyclical,Restaurants
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-Mar-25,10,1,INE01EO01010,10,SPECTRUM.NS,Industrials,Electrical Equipment & Parts
SPENCERS,Spencer's Retail Limited,EQ,25-Jan-19,5,1,INE020801028,5,SPENCERS.NS,Consumer Cyclical,Department Stores
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-Jan-96,10,1,INE147A01011,10,SPIC.NS,Basic Materials,Agricultural Inputs
SPLIL,SPL Industries Limited,EQ,26-Jul-05,10,1,INE978G01016,10,SPLIL.NS,Consumer Cyclical,Apparel Manufacturing
SPLPETRO,Supreme Petrochem Limited,EQ,24-May-22,2,1,INE663A01033,2,SPLPETRO.NS,Basic Materials,Specialty Chemicals
SPMLINFRA,SPML Infra Limited,EQ,14-Feb-96,2,1,INE937A01023,2,SPMLINFRA.NS,Industrials,Engineering & Construction
SPORTKING,Sportking India Limited,EQ,24-Aug-22,1,1,INE885H01029,1,SPORTKING.NS,Consumer Cyclical,Textile Manufacturing
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-Oct-24,10,1,INE01NE01012,10,SRD.NS,Basic Materials,Specialty Chemicals
SREEL,Sreeleathers Limited,EQ,01-Jan-14,10,1,INE099F01013,10,SREEL.NS,Consumer Cyclical,Footwear & Accessories
SRF,SRF Limited,EQ,18-Aug-03,10,1,INE647A01010,10,SRF.NS,Industrials,Conglomerates
SRGHFL,SRG Housing Finance Limited,EQ,21-Aug-23,10,1,INE559N01010,10,SRGHFL.NS,Financial Services,Mortgage Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-May-07,10,1,INE917H01012,10,SRHHYPOLTD.NS,Basic Materials,Chemicals
SRM,SRM Contractors Limited,EQ,03-Apr-24,10,1,INE0R6Z01013,10,SRM.NS,Industrials,Engineering & Construction
SRTL,Shree Ram Twistex Limited,EQ,02-Mar-26,10,1,INE19GK01015,10,SRTL.NS,Consumer Cyclical,Textile Manufacturing
SSDL,Saraswati Saree Depot Limited,EQ,20-Aug-24,10,1,INE0PQ101010,10,SSDL.NS,Consumer Cyclical,Apparel Retail
SSWL,Steel Strips Wheels Limited,EQ,06-Jun-05,1,1,INE802C01033,1,SSWL.NS,Consumer Cyclical,Auto Parts
STALLION,Stallion India Fluorochemicals Limited,EQ,23-Jan-25,10,1,INE0RYC01010,10,STALLION.NS,Basic Materials,Specialty Chemicals
STANLEY,Stanley Lifestyles Limited,EQ,28-Jun-24,2,1,INE01A001028,2,STANLEY.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STAR,Strides Pharma Science Limited,EQ,02-Feb-00,10,1,INE939A01011,10,STAR.NS,Healthcare,Drug Manufacturers - Specialty & Generic
STARCEMENT,Star Cement Limited,EQ,16-Jun-17,1,1,INE460H01021,1,STARCEMENT.NS,Basic Materials,Building Materials
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-Dec-21,10,1,INE575P01011,10,STARHEALTH.NS,Financial Services,Insurance - Life
STARPAPER,Star Paper Mills Limited,EQ,13-Sep-95,10,1,INE733A01018,10,STARPAPER.NS,Basic Materials,Paper & Paper Products
STARTECK,Starteck Finance Limited,EQ,04-May-22,10,1,INE992I01013,10,STARTECK.NS,Financial Services,Credit Services
STCINDIA,The State Trading Corporation of India Limited,EQ,01-Apr-03,10,1,INE655A01013,10,STCINDIA.NS,Industrials,Conglomerates
STEELCAS,Steelcast Limited,EQ,23-Nov-21,1,1,INE124E01038,1,STEELCAS.NS,Basic Materials,Steel
STEELCITY,Steel City Securities Limited,EQ,27-Jun-19,10,1,INE395H01011,10,STEELCITY.NS,Financial Services,Capital Markets
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-Jul-17,1,1,INE503B01021,1,STEELXIND.NS,Basic Materials,Steel
STEL,Stel Holdings Limited,EQ,09-Feb-11,10,1,INE577L01016,10,STEL.NS,Financial Services,Asset Management
STERTOOLS,Sterling Tools Limited,EQ,02-Feb-06,2,1,INE334A01023,2,STERTOOLS.NS,Industrials,Tools & Accessories
STLNETWORK,STL Networks Limited,BE,04-Sep-25,2,1,INE1VXE01018,2,STLNETWORK.NS,Communication Services,Telecom Services
STLTECH,Sterlite Technologies Limited,BE,08-Dec-00,2,1,INE089C01029,2,STLTECH.NS,Technology,Communication Equipment
STOVEKRAFT,Stove Kraft Limited,EQ,05-Feb-21,10,1,INE00IN01015,10,STOVEKRAFT.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STUDDS,Studds Accessories Limited,EQ,07-Nov-25,5,1,INE00Q601028,5,STUDDS.NS,Consumer Cyclical,Auto Parts
STYL,Seshaasai Technologies Limited,EQ,30-Sep-25,10,1,INE04VU01023,10,STYL.NS,Technology,Software - Infrastructure
STYLAMIND,Stylam Industries Limited,EQ,02-Aug-21,5,1,INE239C01020,5,STYLAMIND.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLEBAAZA,Baazar Style Retail Limited,BE,06-Sep-24,5,1,INE01FR01028,5,STYLEBAAZA.NS,Consumer Cyclical,Apparel Retail
STYRENIX,Styrenix Performance Materials Limited,EQ,29-Mar-95,10,1,INE189B01011,10,STYRENIX.NS,Basic Materials,Chemicals
SUBEXLTD,Subex Limited,BE,05-Nov-20,5,1,INE754A01055,5,SUBEXLTD.NS,Technology,Software - Application
SUBROS,Subros Limited,EQ,13-Jul-05,2,1,INE287B01021,2,SUBROS.NS,Consumer Cyclical,Auto Parts
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,14-Jun-95,10,1,INE492A01029,10,SUDARCOLOR.NS,Basic Materials,Specialty Chemicals
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-May-95,2,1,INE659A01023,2,SUDARSCHEM.NS,Basic Materials,Specialty Chemicals
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-Nov-25,1,1,INE0QPI01025,1,SUDEEPPHRM.NS,Healthcare,Drug Manufacturers - Specialty & Generic
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-Nov-22,5,1,INE450E01029,5,SUKHJITS.NS,Basic Materials,Specialty Chemicals
SULA,Sula Vineyards Limited,EQ,22-Dec-22,2,1,INE142Q01026,2,SULA.NS,Consumer Defensive,Beverages - Wineries & Distilleries
